"ID"	"chrom"	"loc.start"	"loc.end"	"num.mark"	"seg.mean"	"seg.med"	"probes.Sd"
"HT29.Cell.Line"	21	10913441	48084820	12542	-0.9812	-0.9343	0.879088323259971
"HT29.Cell.Line"	22	16055171	18996226	635	-0.7342	-0.9343	0.972018275092342
"HT29.Cell.Line"	22	18998408	21218339	537	-0.0136	-0.00295	1.30825510594495
"HT29.Cell.Line"	22	21220004	28548967	2668	-0.8105	-0.9343	0.965465213707087
"HT29.Cell.Line"	22	28549292	30340356	386	-0.4471	-0.4471	1.20052455234529
"HT29.Cell.Line"	22	30342191	51219006	7214	-0.8768	-0.9343	0.824652520688011
"HT29.Cell.Line"	23	169805	16147121	5285	-1.0071	-0.9343	0.876332067933108
"HT29.Cell.Line"	23	16148403	25899169	2570	-0.2643	-0.26445	0.979833950940701
"HT29.Cell.Line"	23	25900799	34249084	2641	-1.0202	-0.9343	0.931842137326965
"HT29.Cell.Line"	23	34255430	44610371	2634	-0.6864	-0.9343	0.960371581609421
"HT29.Cell.Line"	23	44615185	145323864	21032	0.0428	-0.00295	0.878958752327583
"HT29.Cell.Line"	23	145323912	155233846	2602	0.3878	0.374015811776325	0.836502978567735
"HT29.Cell.Line"	24	2722506	28758193	288	-5.7413	-5.1311	2.32866008748576
